Time(mm/dd/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
10/18/2022 6:19:18 AM,"1620","70.8","62","998"
10/18/2022 6:20:18 AM,"1622","70.8","62","998"
10/18/2022 6:21:18 AM,"1615","70.9","62","998"
10/18/2022 6:22:18 AM,"1639","70.9","62","998"
10/18/2022 6:23:18 AM,"1588","71.0","62","998"
10/18/2022 6:24:18 AM,"1596","71.0","62","998"
10/18/2022 6:25:18 AM,"1606","71.0","62","998"
10/18/2022 6:26:18 AM,"1613","71.0","62","998"
10/18/2022 6:27:18 AM,"1612","71.1","62","998"
10/18/2022 6:28:18 AM,"1590","71.2","62","998"
10/18/2022 6:29:18 AM,"1593","71.2","62","998"
10/18/2022 6:30:18 AM,"1579","71.2","62","998"
10/18/2022 6:31:18 AM,"1584","71.2","62","998"
10/18/2022 6:32:18 AM,"1577","71.2","62","998"
10/18/2022 6:33:18 AM,"1592","71.2","62","998"
10/18/2022 6:34:18 AM,"1574","71.3","62","998"
10/18/2022 6:35:18 AM,"1589","71.3","62","998"
10/18/2022 6:36:18 AM,"1578","71.3","62","998"
10/18/2022 6:37:18 AM,"1589","71.3","62","998"
10/18/2022 6:38:18 AM,"1580","71.4","62","998"
10/18/2022 6:39:18 AM,"1567","71.4","62","998"
10/18/2022 6:40:18 AM,"1587","71.4","62","998"
10/18/2022 6:41:18 AM,"1544","71.4","62","998"
10/18/2022 6:42:18 AM,"1570","71.5","62","998"
10/18/2022 6:43:18 AM,"1564","71.4","62","998"
10/18/2022 6:44:18 AM,"1589","71.5","62","998"
10/18/2022 6:45:18 AM,"1577","71.5","62","998"
10/18/2022 6:46:18 AM,"1561","71.5","62","998"
10/18/2022 6:47:18 AM,"1557","71.5","62","998"
10/18/2022 6:48:18 AM,"1578","71.5","62","998"
10/18/2022 6:49:18 AM,"1577","71.5","62","998"
10/18/2022 6:50:18 AM,"1567","71.6","62","998"
10/18/2022 6:51:18 AM,"1594","71.6","62","998"
10/18/2022 6:52:18 AM,"1580","71.5","62","998"
10/18/2022 6:53:18 AM,"1570","71.6","62","998"
10/18/2022 6:54:18 AM,"1567","71.5","62","998"
10/18/2022 6:55:18 AM,"1567","71.5","62","998"
10/18/2022 6:56:18 AM,"1574","71.6","62","998"
10/18/2022 6:57:18 AM,"1568","71.5","62","998"
10/18/2022 6:58:18 AM,"1566","71.6","62","998"
10/18/2022 6:59:18 AM,"1558","71.6","62","998"
10/18/2022 7:00:18 AM,"1565","71.6","62","998"
10/18/2022 7:01:18 AM,"1557","71.6","62","998"
10/18/2022 7:02:18 AM,"1578","71.6","62","998"
10/18/2022 7:03:18 AM,"1590","71.5","62","998"
10/18/2022 7:04:18 AM,"1587","71.6","62","998"
10/18/2022 7:05:18 AM,"1559","71.6","62","998"
10/18/2022 7:06:18 AM,"1574","71.6","62","998"
10/18/2022 7:07:18 AM,"1590","71.6","62","998"
10/18/2022 7:08:18 AM,"1581","71.6","62","998"
10/18/2022 7:09:18 AM,"1581","71.6","62","998"
10/18/2022 7:10:18 AM,"1584","71.6","62","998"
10/18/2022 7:11:18 AM,"1602","71.6","62","998"
10/18/2022 7:12:18 AM,"1545","71.6","62","998"
10/18/2022 7:13:18 AM,"1522","71.6","62","998"
10/18/2022 7:14:18 AM,"1517","71.6","62","998"
10/18/2022 7:15:18 AM,"1511","71.6","62","999"
10/18/2022 7:16:18 AM,"1500","71.6","62","999"
10/18/2022 7:17:18 AM,"1495","71.6","62","999"
10/18/2022 7:18:18 AM,"1495","71.6","62","999"
10/18/2022 7:19:18 AM,"1487","71.6","62","999"
10/18/2022 7:20:18 AM,"1501","71.5","62","999"
10/18/2022 7:21:18 AM,"1478","71.6","62","998"
10/18/2022 7:22:18 AM,"1496","71.5","62","999"
10/18/2022 7:23:18 AM,"1470","71.6","62","999"
10/18/2022 7:24:18 AM,"1486","71.6","62","999"
10/18/2022 7:25:18 AM,"1492","71.5","62","999"
10/18/2022 7:26:18 AM,"1499","71.5","62","998"
10/18/2022 7:27:18 AM,"1498","71.6","62","999"
10/18/2022 7:28:18 AM,"1497","71.6","62","999"
10/18/2022 7:29:18 AM,"1502","71.6","62","999"
10/18/2022 7:30:18 AM,"1483","71.6","62","999"
10/18/2022 7:31:18 AM,"1488","71.6","62","999"
10/18/2022 7:32:18 AM,"1493","71.6","62","999"
10/18/2022 7:33:18 AM,"1497","71.6","62","999"
10/18/2022 7:34:18 AM,"1499","71.6","62","999"
10/18/2022 7:35:18 AM,"1488","71.6","62","999"
10/18/2022 7:36:18 AM,"1493","71.6","62","999"
10/18/2022 7:37:18 AM,"1500","71.6","62","999"
10/18/2022 7:38:18 AM,"1497","71.6","62","999"
10/18/2022 7:39:18 AM,"1486","71.6","62","999"
10/18/2022 7:40:18 AM,"1513","71.6","62","999"
10/18/2022 7:41:18 AM,"1499","71.6","62","999"
10/18/2022 7:42:18 AM,"1485","71.7","62","999"
10/18/2022 7:43:18 AM,"1499","71.6","62","999"
10/18/2022 7:44:18 AM,"1488","71.6","62","999"
10/18/2022 7:45:18 AM,"1495","71.6","62","999"
10/18/2022 7:46:18 AM,"1494","71.6","62","999"
10/18/2022 7:47:18 AM,"1484","71.6","62","999"
10/18/2022 7:48:18 AM,"1492","71.6","62","999"
10/18/2022 7:49:18 AM,"1510","71.7","62","999"
10/18/2022 7:50:18 AM,"1498","71.7","62","999"
10/18/2022 7:51:18 AM,"1492","71.7","62","999"
10/18/2022 7:52:18 AM,"1495","71.6","62","999"
10/18/2022 7:53:18 AM,"1503","71.6","62","999"
10/18/2022 7:54:18 AM,"1516","71.6","62","999"
10/18/2022 7:55:18 AM,"1521","71.6","62","999"
10/18/2022 7:56:18 AM,"1518","71.6","62","999"
10/18/2022 7:57:18 AM,"1520","71.6","62","999"
10/18/2022 7:58:18 AM,"1500","71.6","62","999"
10/18/2022 7:59:18 AM,"1522","71.6","62","999"
10/18/2022 8:00:18 AM,"1505","71.6","62","999"
10/18/2022 8:01:18 AM,"1514","71.6","62","999"
10/18/2022 8:02:18 AM,"1507","71.7","62","999"
10/18/2022 8:03:18 AM,"1522","71.7","62","999"
10/18/2022 8:04:18 AM,"1495","71.7","62","999"
10/18/2022 8:05:18 AM,"1509","71.6","62","999"
10/18/2022 8:06:18 AM,"1516","71.6","62","999"
10/18/2022 8:07:18 AM,"1507","71.6","62","999"
10/18/2022 8:08:18 AM,"1504","71.6","62","999"
10/18/2022 8:09:18 AM,"1520","71.6","62","999"
10/18/2022 8:10:18 AM,"1509","71.6","62","999"
10/18/2022 8:11:18 AM,"1520","71.6","62","999"
10/18/2022 8:12:18 AM,"1517","71.6","62","999"
10/18/2022 8:13:18 AM,"1514","71.7","62","999"
10/18/2022 8:14:18 AM,"1526","71.7","62","999"
10/18/2022 8:15:18 AM,"1519","71.6","62","999"
10/18/2022 8:16:18 AM,"1516","71.7","62","999"
10/18/2022 8:17:18 AM,"1515","71.6","62","999"
10/18/2022 8:18:18 AM,"1537","71.6","62","999"
10/18/2022 8:19:18 AM,"1513","71.6","62","999"
10/18/2022 8:20:18 AM,"1529","71.7","62","999"
10/18/2022 8:21:18 AM,"1508","71.7","62","999"
10/18/2022 8:22:18 AM,"1507","71.7","62","999"
10/18/2022 8:23:18 AM,"1523","71.7","62","999"
10/18/2022 8:24:18 AM,"1533","71.6","62","999"
10/18/2022 8:25:18 AM,"1530","71.6","62","999"
10/18/2022 8:26:18 AM,"1502","71.6","62","999"
10/18/2022 8:27:18 AM,"1500","71.7","62","999"
10/18/2022 8:28:18 AM,"1518","71.7","62","999"
10/18/2022 8:29:18 AM,"1508","71.7","62","999"
10/18/2022 8:30:18 AM,"1505","71.7","62","999"
10/18/2022 8:31:18 AM,"1519","71.6","62","999"
10/18/2022 8:32:18 AM,"1523","71.6","62","999"
10/18/2022 8:33:18 AM,"1530","71.7","62","999"
10/18/2022 8:34:18 AM,"1535","71.7","62","999"
10/18/2022 8:35:18 AM,"1505","71.6","62","999"
10/18/2022 8:36:18 AM,"1493","71.7","62","999"
10/18/2022 8:37:18 AM,"1523","71.7","62","999"
10/18/2022 8:38:18 AM,"1502","71.7","62","999"
10/18/2022 8:39:18 AM,"1526","71.7","62","999"
10/18/2022 8:40:18 AM,"1521","71.7","62","999"
10/18/2022 8:41:18 AM,"1511","71.7","62","999"
10/18/2022 8:42:18 AM,"1519","71.7","62","999"
10/18/2022 8:43:18 AM,"1517","71.6","62","999"
10/18/2022 8:44:18 AM,"1542","71.7","62","999"
10/18/2022 8:45:18 AM,"1506","71.7","62","999"
10/18/2022 8:46:18 AM,"1524","71.6","62","999"
10/18/2022 8:47:18 AM,"1508","71.6","62","999"
10/18/2022 8:48:18 AM,"1516","71.7","62","999"
10/18/2022 8:49:18 AM,"1533","71.6","62","999"
10/18/2022 8:50:18 AM,"1506","71.6","62","999"
10/18/2022 8:51:18 AM,"1495","71.7","62","999"
10/18/2022 8:52:18 AM,"1528","71.7","62","999"
10/18/2022 8:53:18 AM,"1515","71.7","62","999"
10/18/2022 8:54:18 AM,"1525","71.6","62","999"
10/18/2022 8:55:18 AM,"1535","71.7","62","999"
10/18/2022 8:56:18 AM,"1514","71.6","62","999"
10/18/2022 8:57:18 AM,"1499","71.7","62","999"
10/18/2022 8:58:18 AM,"1512","71.7","62","999"
10/18/2022 8:59:18 AM,"1523","71.7","62","999"
10/18/2022 9:00:18 AM,"1501","71.7","62","999"
10/18/2022 9:01:18 AM,"1514","71.7","62","999"
10/18/2022 9:02:18 AM,"1514","71.7","62","999"
10/18/2022 9:03:18 AM,"1527","71.7","62","999"
10/18/2022 9:04:18 AM,"1513","71.7","62","999"
10/18/2022 9:05:18 AM,"1523","71.7","62","999"
10/18/2022 9:06:18 AM,"1505","71.7","62","999"
10/18/2022 9:07:18 AM,"1492","71.7","62","999"
10/18/2022 9:08:18 AM,"1512","71.7","62","999"
10/18/2022 9:09:18 AM,"1532","71.7","62","999"
10/18/2022 9:10:18 AM,"1522","71.7","62","999"
10/18/2022 9:11:18 AM,"1525","71.7","62","999"
10/18/2022 9:12:18 AM,"1526","71.8","62","999"
10/18/2022 9:13:18 AM,"1518","71.8","62","999"
10/18/2022 9:14:18 AM,"1513","71.8","62","999"
10/18/2022 9:15:18 AM,"1532","71.8","62","999"
10/18/2022 9:16:18 AM,"1519","71.8","62","999"
10/18/2022 9:17:18 AM,"1514","71.7","62","999"
10/18/2022 9:18:18 AM,"1507","71.7","62","999"
10/18/2022 9:19:18 AM,"1494","71.8","62","999"
10/18/2022 9:20:18 AM,"1512","71.8","62","999"
10/18/2022 9:21:18 AM,"1501","71.8","62","999"
10/18/2022 9:22:18 AM,"1505","71.8","62","999"
10/18/2022 9:23:18 AM,"1525","71.7","62","999"
10/18/2022 9:24:18 AM,"1505","71.8","62","999"
10/18/2022 9:25:18 AM,"1520","71.7","62","999"
10/18/2022 9:26:18 AM,"1518","71.8","62","999"
10/18/2022 9:27:18 AM,"1516","71.8","62","999"
10/18/2022 9:28:18 AM,"1514","71.8","62","999"
10/18/2022 9:29:18 AM,"1498","71.8","62","999"
10/18/2022 9:30:18 AM,"1505","71.8","62","999"
10/18/2022 9:31:18 AM,"1527","71.8","62","999"
10/18/2022 9:32:18 AM,"1451","71.8","62","999"
10/18/2022 9:33:18 AM,"1359","71.8","62","999"
10/18/2022 9:34:18 AM,"1209","71.8","62","999"
10/18/2022 9:35:18 AM,"1172","71.7","62","999"
10/18/2022 9:36:18 AM,"1076","71.8","62","999"
10/18/2022 9:37:18 AM,"1050","71.8","62","999"
10/18/2022 9:38:18 AM,"1043","71.9","63","999"
10/18/2022 9:39:18 AM,"1012","71.8","63","999"
10/18/2022 9:40:18 AM,"998","71.8","63","999"
10/18/2022 9:41:18 AM,"973","71.8","63","999"
10/18/2022 9:42:18 AM,"937","71.8","63","999"
10/18/2022 9:43:18 AM,"908","71.8","63","999"
10/18/2022 9:44:18 AM,"887","71.8","63","999"
10/18/2022 9:45:18 AM,"867","71.7","63","999"
10/18/2022 9:46:18 AM,"858","71.7","63","999"
10/18/2022 9:47:18 AM,"865","71.7","63","999"
10/18/2022 9:48:18 AM,"859","71.7","63","999"
10/18/2022 9:49:18 AM,"855","71.7","63","999"
10/18/2022 9:50:18 AM,"809","71.7","63","999"
10/18/2022 9:51:18 AM,"821","71.7","63","999"
10/18/2022 9:52:18 AM,"817","71.6","63","999"
10/18/2022 9:53:18 AM,"815","71.6","63","999"
10/18/2022 9:54:18 AM,"810","71.6","63","999"
10/18/2022 9:55:18 AM,"819","71.6","63","999"
10/18/2022 9:56:18 AM,"789","71.6","63","999"
10/18/2022 9:57:18 AM,"795","71.6","63","999"
10/18/2022 9:58:18 AM,"791","71.6","63","999"
10/18/2022 9:59:18 AM,"790","71.6","63","999"
10/18/2022 10:00:18 AM,"785","71.6","63","999"
10/18/2022 10:01:18 AM,"790","71.6","63","999"
10/18/2022 10:02:18 AM,"772","71.6","63","999"
10/18/2022 10:03:18 AM,"772","71.6","63","999"
10/18/2022 10:04:18 AM,"756","71.6","63","999"
10/18/2022 10:05:18 AM,"751","71.6","63","999"
10/18/2022 10:06:18 AM,"773","71.6","63","999"
10/18/2022 10:07:18 AM,"780","71.6","64","999"
10/18/2022 10:08:18 AM,"795","71.7","64","999"
10/18/2022 10:09:18 AM,"784","71.7","64","999"
10/18/2022 10:10:18 AM,"787","71.7","64","999"
10/18/2022 10:11:18 AM,"776","71.7","64","999"
10/18/2022 10:12:18 AM,"772","71.7","64","999"
10/18/2022 10:13:18 AM,"764","71.7","64","999"
10/18/2022 10:14:18 AM,"774","71.7","64","999"
10/18/2022 10:15:18 AM,"782","71.7","64","999"
10/18/2022 10:16:18 AM,"749","71.8","64","999"
10/18/2022 10:17:18 AM,"754","71.8","64","999"
10/18/2022 10:18:18 AM,"733","71.8","64","999"
10/18/2022 10:19:18 AM,"731","71.8","64","999"
10/18/2022 10:20:18 AM,"728","71.8","64","999"
10/18/2022 10:21:18 AM,"720","71.8","64","999"
10/18/2022 10:22:18 AM,"714","71.8","64","999"
10/18/2022 10:23:18 AM,"682","71.8","64","999"
10/18/2022 10:24:18 AM,"667","71.9","64","999"
10/18/2022 10:25:18 AM,"654","71.8","64","999"
10/18/2022 10:26:18 AM,"662","71.9","64","999"
10/18/2022 10:27:18 AM,"654","71.8","64","999"
10/18/2022 10:28:18 AM,"656","71.8","64","999"
10/18/2022 10:29:18 AM,"660","71.9","64","999"
10/18/2022 10:30:18 AM,"670","71.9","64","999"
10/18/2022 10:31:18 AM,"654","71.9","64","999"
10/18/2022 10:32:18 AM,"648","71.9","64","999"
10/18/2022 10:33:18 AM,"671","72.0","64","999"
10/18/2022 10:34:18 AM,"695","71.9","64","999"
10/18/2022 10:35:18 AM,"684","71.9","64","999"
10/18/2022 10:36:18 AM,"702","71.9","64","999"
10/18/2022 10:37:18 AM,"672","71.9","64","999"
10/18/2022 10:38:18 AM,"665","71.9","64","999"
10/18/2022 10:39:18 AM,"672","72.0","64","999"
10/18/2022 10:40:18 AM,"661","71.9","64","999"
10/18/2022 10:41:18 AM,"657","72.0","64","999"
10/18/2022 10:42:18 AM,"670","71.9","64","999"
10/18/2022 10:43:18 AM,"655","72.0","64","999"
10/18/2022 10:44:18 AM,"637","72.0","64","999"
10/18/2022 10:45:18 AM,"627","72.0","64","999"
10/18/2022 10:46:18 AM,"630","72.0","64","999"
10/18/2022 10:47:18 AM,"627","72.0","64","999"
10/18/2022 10:48:18 AM,"639","72.0","64","999"
10/18/2022 10:49:18 AM,"631","72.0","64","999"
10/18/2022 10:50:18 AM,"642","72.0","64","999"
10/18/2022 10:51:18 AM,"631","72.0","64","999"
10/18/2022 10:52:18 AM,"622","72.0","64","999"
10/18/2022 10:53:18 AM,"633","72.0","64","999"
10/18/2022 10:54:18 AM,"637","72.0","64","999"
10/18/2022 10:55:18 AM,"629","72.0","64","999"
10/18/2022 10:56:18 AM,"652","72.0","64","999"
10/18/2022 10:57:18 AM,"656","72.0","64","999"
10/18/2022 10:58:18 AM,"657","72.0","64","999"
10/18/2022 10:59:18 AM,"671","72.1","64","999"
10/18/2022 11:00:18 AM,"654","72.0","64","999"
10/18/2022 11:01:18 AM,"651","72.1","64","999"
10/18/2022 11:02:18 AM,"665","72.1","64","999"
10/18/2022 11:03:18 AM,"692","72.1","64","999"
10/18/2022 11:04:18 AM,"701","72.1","64","999"
10/18/2022 11:05:18 AM,"676","72.1","63","999"
10/18/2022 11:06:18 AM,"679","72.1","63","999"
10/18/2022 11:07:18 AM,"683","72.1","63","999"
10/18/2022 11:08:18 AM,"663","72.2","63","999"
10/18/2022 11:09:18 AM,"660","72.1","63","999"
10/18/2022 11:10:18 AM,"675","72.2","63","999"
10/18/2022 11:11:18 AM,"659","72.2","63","999"
10/18/2022 11:12:18 AM,"656","72.2","63","999"
10/18/2022 11:13:18 AM,"659","72.3","63","999"
10/18/2022 11:14:18 AM,"647","72.3","63","999"
10/18/2022 11:15:18 AM,"662","72.2","63","999"
10/18/2022 11:16:18 AM,"641","72.3","63","999"
10/18/2022 11:17:18 AM,"627","72.2","63","999"
10/18/2022 11:18:18 AM,"630","72.3","63","999"
10/18/2022 11:19:18 AM,"639","72.3","63","999"
10/18/2022 11:20:18 AM,"626","72.3","63","999"
10/18/2022 11:21:18 AM,"639","72.3","63","999"
10/18/2022 11:22:18 AM,"627","72.3","63","999"
10/18/2022 11:23:18 AM,"623","72.3","63","999"
10/18/2022 11:24:18 AM,"621","72.3","63","999"
10/18/2022 11:25:18 AM,"618","72.3","63","999"
10/18/2022 11:26:18 AM,"626","72.3","63","999"
10/18/2022 11:27:18 AM,"625","72.3","63","999"
10/18/2022 11:28:18 AM,"611","72.3","63","999"
10/18/2022 11:29:18 AM,"620","72.3","63","999"
10/18/2022 11:30:18 AM,"625","72.3","63","999"
10/18/2022 11:31:18 AM,"651","72.3","63","999"
10/18/2022 11:32:18 AM,"675","72.4","63","999"
10/18/2022 11:33:18 AM,"679","72.4","63","999"
10/18/2022 11:34:18 AM,"696","72.4","63","999"
10/18/2022 11:35:18 AM,"684","72.4","63","999"
10/18/2022 11:36:18 AM,"665","72.4","63","999"
10/18/2022 11:37:18 AM,"645","72.4","62","999"
10/18/2022 11:38:18 AM,"663","72.4","62","999"
10/18/2022 11:39:18 AM,"644","72.4","62","999"
10/18/2022 11:40:18 AM,"655","72.4","62","999"
10/18/2022 11:41:18 AM,"647","72.4","62","999"
10/18/2022 11:42:18 AM,"640","72.4","62","999"
10/18/2022 11:43:18 AM,"636","72.5","62","999"
10/18/2022 11:44:18 AM,"631","72.4","62","999"
10/18/2022 11:45:18 AM,"612","72.4","62","999"
10/18/2022 11:46:18 AM,"634","72.5","62","999"
10/18/2022 11:47:18 AM,"620","72.4","62","999"
10/18/2022 11:48:18 AM,"613","72.5","62","999"
10/18/2022 11:49:18 AM,"615","72.5","62","999"
10/18/2022 11:50:18 AM,"616","72.5","62","999"
10/18/2022 11:51:18 AM,"605","72.5","62","999"
10/18/2022 11:52:18 AM,"612","72.5","62","999"
10/18/2022 11:53:18 AM,"595","72.5","62","999"
10/18/2022 11:54:18 AM,"608","72.4","62","999"
10/18/2022 11:55:18 AM,"618","72.4","62","999"
10/18/2022 11:56:18 AM,"598","72.4","62","999"
10/18/2022 11:57:18 AM,"599","72.4","62","999"
10/18/2022 11:58:18 AM,"601","72.5","62","999"
10/18/2022 11:59:18 AM,"583","72.5","62","999"
10/18/2022 12:00:18 PM,"573","72.5","62","999"
10/18/2022 12:01:18 PM,"570","72.5","62","999"
10/18/2022 12:02:18 PM,"581","72.5","62","999"
10/18/2022 12:03:18 PM,"569","72.5","62","999"
10/18/2022 12:04:18 PM,"575","72.5","62","999"
10/18/2022 12:05:18 PM,"574","72.5","62","999"
10/18/2022 12:06:18 PM,"567","72.5","62","999"
10/18/2022 12:07:18 PM,"565","72.5","62","999"
10/18/2022 12:08:18 PM,"571","72.6","62","999"
10/18/2022 12:09:18 PM,"619","72.6","62","999"
10/18/2022 12:10:18 PM,"644","72.7","62","999"
10/18/2022 12:11:18 PM,"667","72.7","62","999"
10/18/2022 12:12:18 PM,"680","72.8","62","999"
10/18/2022 12:13:18 PM,"670","72.9","62","999"
10/18/2022 12:14:18 PM,"658","72.9","62","999"
10/18/2022 12:15:18 PM,"670","72.9","62","999"
10/18/2022 12:16:18 PM,"652","72.9","61","999"
10/18/2022 12:17:18 PM,"653","73.0","61","999"
10/18/2022 12:18:18 PM,"642","72.9","61","999"
10/18/2022 12:19:18 PM,"650","73.0","61","999"
10/18/2022 12:20:18 PM,"630","73.0","61","999"
10/18/2022 12:21:18 PM,"638","72.9","61","999"
10/18/2022 12:22:18 PM,"638","72.9","61","999"
10/18/2022 12:23:18 PM,"623","72.9","61","999"
10/18/2022 12:24:18 PM,"622","72.9","61","999"
10/18/2022 12:25:18 PM,"591","72.8","61","999"
10/18/2022 12:26:18 PM,"596","72.8","61","999"
10/18/2022 12:27:18 PM,"574","72.8","61","999"
10/18/2022 12:28:18 PM,"601","72.8","61","999"
10/18/2022 12:29:18 PM,"580","72.7","61","999"
10/18/2022 12:30:18 PM,"558","72.7","61","999"
10/18/2022 12:31:18 PM,"543","72.6","61","999"
10/18/2022 12:32:18 PM,"578","72.6","61","999"
10/18/2022 12:33:18 PM,"591","72.6","61","999"
10/18/2022 12:34:18 PM,"593","72.6","61","999"
10/18/2022 12:35:18 PM,"591","72.6","61","999"
10/18/2022 12:36:18 PM,"595","72.5","61","999"
10/18/2022 12:37:18 PM,"606","72.5","61","999"
10/18/2022 12:38:18 PM,"621","72.6","61","999"
10/18/2022 12:39:18 PM,"619","72.6","61","999"
10/18/2022 12:40:18 PM,"605","72.6","61","999"
10/18/2022 12:41:18 PM,"614","72.6","61","999"
10/18/2022 12:42:18 PM,"602","72.6","61","999"
10/18/2022 12:43:18 PM,"610","72.6","61","999"
10/18/2022 12:44:18 PM,"605","72.5","61","999"
10/18/2022 12:45:18 PM,"599","72.5","61","999"
10/18/2022 12:46:18 PM,"597","72.5","61","999"
10/18/2022 12:47:18 PM,"587","72.5","61","999"
10/18/2022 12:48:18 PM,"578","72.5","61","999"
10/18/2022 12:49:18 PM,"566","72.4","60","999"
10/18/2022 12:50:18 PM,"565","72.4","60","999"
10/18/2022 12:51:18 PM,"560","72.3","60","999"
10/18/2022 12:52:18 PM,"561","72.3","60","999"
10/18/2022 12:53:18 PM,"560","72.3","60","999"
10/18/2022 12:54:18 PM,"547","72.3","60","999"
10/18/2022 12:55:18 PM,"560","72.3","60","999"
10/18/2022 12:56:18 PM,"558","72.3","60","999"
10/18/2022 12:57:18 PM,"558","72.3","60","999"
10/18/2022 12:58:18 PM,"560","72.2","60","999"
10/18/2022 12:59:18 PM,"549","72.2","60","999"
10/18/2022 1:00:18 PM,"554","72.2","60","999"
10/18/2022 1:01:18 PM,"538","72.2","60","999"
10/18/2022 1:02:18 PM,"531","72.1","60","999"
10/18/2022 1:03:18 PM,"529","72.1","60","999"
10/18/2022 1:04:18 PM,"521","72.1","60","999"
10/18/2022 1:05:18 PM,"526","72.1","60","999"
10/18/2022 1:06:18 PM,"510","72.2","60","999"
10/18/2022 1:07:18 PM,"520","72.1","60","999"
10/18/2022 1:08:18 PM,"521","72.1","60","999"
10/18/2022 1:09:18 PM,"523","72.1","60","999"
10/18/2022 1:10:18 PM,"534","72.1","60","999"
10/18/2022 1:11:18 PM,"552","72.1","60","999"
10/18/2022 1:12:18 PM,"517","72.1","60","999"
10/18/2022 1:13:18 PM,"514","72.0","60","999"
10/18/2022 1:14:18 PM,"496","72.0","60","999"
10/18/2022 1:15:18 PM,"508","72.0","60","999"
10/18/2022 1:16:18 PM,"517","72.0","60","999"
10/18/2022 1:17:18 PM,"513","72.0","60","999"
10/18/2022 1:18:18 PM,"513","72.0","60","999"
10/18/2022 1:19:18 PM,"505","72.0","60","999"
10/18/2022 1:20:18 PM,"513","72.0","60","999"
10/18/2022 1:21:18 PM,"537","72.0","60","999"
10/18/2022 1:22:18 PM,"508","72.1","60","999"
10/18/2022 1:23:18 PM,"506","72.1","60","999"
10/18/2022 1:24:18 PM,"500","72.2","60","999"
10/18/2022 1:25:18 PM,"519","72.3","61","999"
10/18/2022 1:26:18 PM,"525","72.4","61","999"
10/18/2022 1:27:18 PM,"527","72.5","61","999"
10/18/2022 1:28:18 PM,"525","72.5","61","999"
10/18/2022 1:29:18 PM,"537","72.6","60","999"
10/18/2022 1:30:18 PM,"525","72.5","60","999"
10/18/2022 1:31:18 PM,"519","72.4","60","999"
10/18/2022 1:32:18 PM,"514","72.4","60","999"
10/18/2022 1:33:18 PM,"522","72.4","60","999"
10/18/2022 1:34:18 PM,"521","72.4","60","999"
10/18/2022 1:35:18 PM,"522","72.4","59","999"
10/18/2022 1:36:18 PM,"540","72.4","60","999"
10/18/2022 1:37:18 PM,"547","72.4","60","999"
10/18/2022 1:38:18 PM,"526","72.5","59","999"
10/18/2022 1:39:18 PM,"539","72.5","59","999"
10/18/2022 1:40:18 PM,"522","72.6","59","999"
10/18/2022 1:41:18 PM,"529","72.6","59","999"
10/18/2022 1:42:18 PM,"522","72.7","59","999"
10/18/2022 1:43:18 PM,"512","72.7","59","999"
10/18/2022 1:44:18 PM,"513","72.8","59","999"
10/18/2022 1:45:18 PM,"524","72.8","59","999"
10/18/2022 1:46:18 PM,"536","72.9","59","999"
10/18/2022 1:47:18 PM,"521","72.8","59","999"
10/18/2022 1:48:18 PM,"524","72.9","59","999"
10/18/2022 1:49:18 PM,"513","72.9","58","999"
10/18/2022 1:50:18 PM,"514","72.8","58","999"
10/18/2022 1:51:18 PM,"492","72.8","58","999"
10/18/2022 1:52:18 PM,"482","72.7","58","999"
10/18/2022 1:53:18 PM,"487","72.7","58","999"
10/18/2022 1:54:18 PM,"474","72.7","58","999"
10/18/2022 1:55:18 PM,"466","72.6","58","999"
10/18/2022 1:56:18 PM,"466","72.6","58","999"
10/18/2022 1:57:18 PM,"465","72.6","58","999"
10/18/2022 1:58:18 PM,"461","72.7","58","999"
10/18/2022 1:59:18 PM,"452","72.7","58","999"
10/18/2022 2:00:18 PM,"453","72.7","58","999"
10/18/2022 2:01:18 PM,"443","72.7","58","999"
10/18/2022 2:02:18 PM,"445","72.6","58","999"
10/18/2022 2:03:18 PM,"441","72.6","58","999"
10/18/2022 2:04:18 PM,"446","72.7","58","999"
10/18/2022 2:05:18 PM,"433","72.7","57","999"
10/18/2022 2:06:18 PM,"451","72.7","57","999"
10/18/2022 2:07:18 PM,"448","72.7","57","999"
10/18/2022 2:08:18 PM,"441","72.7","57","999"
10/18/2022 2:09:18 PM,"446","72.6","57","999"
10/18/2022 2:10:18 PM,"425","72.6","57","999"
10/18/2022 2:11:18 PM,"448","72.6","57","999"
10/18/2022 2:12:18 PM,"452","72.6","57","999"
10/18/2022 2:13:18 PM,"483","72.6","57","999"
10/18/2022 2:14:18 PM,"498","72.6","57","999"
10/18/2022 2:15:18 PM,"501","72.6","57","999"
10/18/2022 2:16:18 PM,"508","72.6","57","999"
10/18/2022 2:17:18 PM,"504","72.7","57","999"
10/18/2022 2:18:18 PM,"514","72.7","56","999"
10/18/2022 2:19:18 PM,"505","72.7","56","999"
10/18/2022 2:20:18 PM,"518","72.7","56","999"
10/18/2022 2:21:18 PM,"507","72.6","56","999"
10/18/2022 2:22:18 PM,"513","72.6","56","999"
10/18/2022 2:23:18 PM,"499","72.5","56","999"
10/18/2022 2:24:18 PM,"508","72.5","56","999"
10/18/2022 2:25:18 PM,"510","72.5","56","999"
10/18/2022 2:26:18 PM,"496","72.4","56","999"
10/18/2022 2:27:18 PM,"516","72.4","56","999"
10/18/2022 2:28:18 PM,"507","72.3","56","999"
