unique_internal_model_code,age_range,filtration_efficiency_percent,breathability_pascals,width_mm,height_mm,filter_type,style,strap_type,color,where_to_buy_url_1,where_to_buy_url_2,where_to_buy_url_3,image_url,filtration_efficiency_source,filtration_efficiency_notes,breatheability_pascals_source,breatheability_pascals_notes
Homeland Hardware KN95 Face Mask,,99.03,196.00,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Approved-Non-NIOSH-Respirator-5-Ply-GB2626-2006/dp/B08HSHSJSP/ref=sr_1_30?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-30,,,//www.armbrustusa.com/cdn/shop/articles/581_homeland_hardware_nan_qi_sing_up.jpg?v=1676396279,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
AnanBros Barbeador KN95 Face Mask,,99.39,164.00,,,KN95,Flat-Fold,Earloop,Multicolored,https://www.amazon.com/Approved-Individually-Breathable-Mascarillas-AnanBros/dp/B08P84N7BJ/ref=sr_1_43?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-43,,,//www.armbrustusa.com/cdn/shop/articles/586_ananbros_up.jpg?v=1676396575,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Kyungin Flax KF94 - Face Protective Mask,,99.79,194.00,,,KF94,Boat,Earloop,White,https://www.amazon.com/KF94-Protective-Individually-Packaged-Certified/dp/B08J95F5TR/ref=sr_1_44?crid=3USYR0ZAG3U0P&dchild=1&keywords=well+before+kn95+masks&qid=1633721495&sprefix=well+bef%2Caps%2C227&sr=8-44,,,//www.armbrustusa.com/cdn/shop/articles/587_kn_flax_up.jpg?v=1676316765,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
GRZ KN95 Face Mask,,99.65,156.00,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/White-Protection-Against-Safety-Pollution/dp/B08PP68YPP/ref=sr_1_9?dchild=1&keywords=ffp2+mask&qid=1633724281&sr=8-9,,,//www.armbrustusa.com/cdn/shop/articles/589_grz_up.jpg?v=1675894479,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
BUGGYBOP KN95 Disposable Face Mask,,95.16,197.00,,,KN95,Flat-Fold,Earloop,White,https://www.amazon.com/Disposable-Individually-Protection-Breathable-Comfortable/dp/B08P4DS163/ref=sr_1_55?crid=1JA0V6VIU1FIC&dchild=1&keywords=kn95+face+masks&qid=1633726062&sprefix=kn95+face%2Caps%2C233&sr=8-55,,,//www.armbrustusa.com/cdn/shop/articles/595_buggybop_up.jpg?v=1675895294,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Ahotop Kid Sized KN95 Face Mask,,99.12,177.00,,,KN95,Flat-Fold,Earloop,Multicolored,https://www.amazon.com/Colored-Adjustable-Individually-Protective-Children/dp/B08XTRR6YW/ref=sxin_13_pa_sp_search_thematic_sspa?crid=302OFE7X4V022&cv_ct_cx=kids+kn95+mask&dchild=1&keywords=kids+kn95+mask&pd_rd_i=B08XTRR6YW&pd_rd_r=c729f313-e7d5-49c7-aebf-85e937a994a9&pd_rd_w=JNSIE&pd_rd_wg=VktSn&pf_rd_p=f21da57e-06e4-46a5-9148-e2dea2e78384&pf_rd_r=TQ6AGVV4DEXHWDSGZS6Y&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=1-2-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons&psc=1&smid=A23LKTYBCEUXSV&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFETE85WlRRQkExWFAmZW5jcnlwdGVkSWQ9QTA5Nzc1NTBGNDk1Sk8xNVFLNFImZW5jcnlwdGVkQWRJZD1BMDI3Njg0MzI5Q0FYR1lOUU9KOFomd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWMmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,,,//www.armbrustusa.com/cdn/shop/articles/601_ahotop_up.jpg?v=1675894600,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Sheal Face Masks,,98.75,184.00,,,KF94,Boat,Earloop,Multicolored,https://www.amazon.com/Sheal-Disposable-4-Layer-Individual-Packaged/dp/B08W3CK6X7/ref=sxin_15_trfob_obrv2_3_B08W3CK6X7?crid=302OFE7X4V022&cv_ct_cx=kids+kn95+mask&dchild=1&keywords=kids+kn95+mask&pd_rd_i=B08W3CK6X7&pd_rd_r=c729f313-e7d5-49c7-aebf-85e937a994a9&pd_rd_w=pvkQr&pd_rd_wg=VktSn&pf_rd_p=1d6e366b-5f11-4530-8e71-2f6bdec54b20&pf_rd_r=TQ6AGVV4DEXHWDSGZS6Y&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=1-4-fce42522-50ed-4c3a-b4cc-39c8aaa1be5f,,,//www.armbrustusa.com/cdn/shop/articles/604_sheal_up.jpg?v=1676402909,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Flexmon Clean Top White Kids KF94 Face Mask,,97.77,160.00,,,KF94,Boat,Earloop,White,https://www.amazon.com/Premium-Disposable-Protective-Covering-Individual/dp/B08LVWHPHL/ref=sr_1_32?crid=302OFE7X4V022&dchild=1&keywords=kids+kn95+mask&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=8-32,,,//www.armbrustusa.com/cdn/shop/articles/608_flexmon_clean_top_up.jpg?v=1676317149,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
KN Flax BluNa Kids KF94 Face Protective Mask,,99.3,147.00,,,KF94,Boat,Earloop,White,https://www.amazon.com/20Packs-KIDS-KF94-Protective-Individually/dp/B08X47VFH7/ref=sr_1_40?crid=302OFE7X4V022&dchild=1&keywords=kids+kn95+mask&qid=1633728055&sprefix=kids+kn%2Caps%2C222&sr=8-40,,,//www.armbrustusa.com/cdn/shop/articles/611_Kn_Flax_BluNa_up.jpg?v=1641841051,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HANMAUM 3D Face Safety Mask,,99.79,210.00,,,KF94,Boat,Earloop,White,https://www.amazon.com/Certified-HANMAUM-Safety-Protection-Efficiency/dp/B08W43XD5H/ref=sr_1_3_sspa?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-3-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExN0M3WDRXVDQ2UzhQJmVuY3J5cHRlZElkPUEwNzI0MTY3V0RPU0lMOEpEVEwzJmVuY3J5cHRlZEFkSWQ9QTA1MTMzMjIzQzlRTlNYSk4zSU1SJndpZGdldE5hbWU9c3BfYXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,//www.armbrustusa.com/cdn/shop/articles/636_HANMAUM_up_54b28d37-e9a0-423c-a396-22f95e2b7bed.jpg?v=1676402933,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
AOTDAOU Leaf KF94 Mask,,99.78,261.00,,,KF94,Boat,Earloop,Black,https://www.amazon.com/Individually-Disposable-Comfortable-Breathable-Adjustable/dp/B099K8RVT2/ref=sr_1_8?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94%2Bmask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-8&th=1,,,//www.armbrustusa.com/cdn/shop/articles/637_aotdaou_leaf_up.jpg?v=1676317137,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
"KF94 Certified, TS Guard Safety Face Mask",,98.7,150.00,,,KF94,Boat,Earloop,Black,https://www.amazon.com/Certified-4-Layered-Protection-Tri-Folding-3D-Ergonomic/dp/B09FVK5YTR/ref=sr_1_29?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-29,,,//www.armbrustusa.com/cdn/shop/articles/646_ts_guard_up.jpg?v=1641830161,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Weldots Fender Premium KF94 Mask,,99.82,213.92,,,KF94,Boat,Earloop,Grey,https://www.amazon.com/Weldots-Premium-Origami-Protection-Headbands/dp/B08WJP31R8/ref=sr_1_34_sspa?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-34-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExN0M3WDRXVDQ2UzhQJmVuY3J5cHRlZElkPUEwNzI0MTY3V0RPU0lMOEpEVEwzJmVuY3J5cHRlZEFkSWQ9QTAxMzgzMjFPRkVFTzY0S0lSVVMmd2lkZ2V0TmFtZT1zcF9tdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,,,//www.armbrustusa.com/cdn/shop/articles/650_weldots_up.jpg?v=1676316785,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
TRY Mask Premium KF94 Face Mask KN-Flax,,99.51,185,,,KF94,Boat,Earloop,Black,https://www.amazon.com/20Packs-KF94-Black-Protective-Individually/dp/B08Y5ZV8HR/ref=sr_1_60?crid=2B1E2TN4FZZ94&dchild=1&keywords=kf94+mask&qid=1633741684&sprefix=kf94%2Caps%2C235&sr=8-60,,,//www.armbrustusa.com/cdn/shop/articles/658_try_mask_premium_up.jpg?v=1641830017,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Gerson N95 Model 3230,,96.88,46.8,,,N95,Duckbill,Headstrap,White,https://www.armbrustusa.com/products/gerson-3230-n95-respirator-duckbill,,,//www.armbrustusa.com/cdn/shop/articles/665_gerson_copy.jpg?v=1676401547,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
novita Surgical Respirator,,99.58,155.38,,,CE,Flat-Fold,Headstrap,White,https://www.amazon.com/Surgical-Respirator-Headband-Certified-Singapore/dp/B08PY3TTW7/ref=sr_1_6?dchild=1&keywords=novita+Surgical+Respirator&qid=1633724610&s=industrial&sr=1-6,,,//www.armbrustusa.com/cdn/shop/articles/666_novita_up.jpg?v=1675895573,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Brave New Look -  Kids KN95,,98.3,145.00,,,KN95,Flat-Fold,Earloop,Blue,,,,//www.armbrustusa.com/cdn/shop/articles/670_brave_new_look_kids.jpg?v=1675894558,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
LL95 Mini - Ages 2-12 Little Lives PPE KN95,,97.9,191.00,,,KN95,Flat-Fold,Earloop,Black,,,,//www.armbrustusa.com/cdn/shop/articles/KN95_-_682_-_Little_Lives_PPE_up.jpg?v=1642192601,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Little Lives PPE KN95 The Max,,99.85,152.00,,,KN95,Flat-Fold,Earloop,Black,,,,//www.armbrustusa.com/cdn/shop/articles/KN95_-_683_-_LL95_Max_up.jpg?v=1676403000,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Be Healthy Posh KF94 - Kids,,98.69,183.00,,,KF94,Boat,Earloop,Grey,https://www.amazon.com/Pack-10-Posh-KF94-Mask/dp/B0947FS9YB/ref=sr_1_2?dchild=1&keywords=posh+kn94+kids+mask&qid=1635140002&sprefix=posh+kn%2Caps%2C105&sr=8-2,,,//www.armbrustusa.com/cdn/shop/articles/684-Be_Healthy-KF94_up.jpg?v=1641846277,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Well Before Adults KN95 3D (KF94 Style),,99.1,363.00,,,KN95,Boat,Earloop,White,https://wellbefore.com/products/kn95-mask-3d-style?variant=39286618423425,,,//www.armbrustusa.com/cdn/shop/articles/688_Well_Before_Adults_KF94_up.jpg?v=1641846093,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Vida FDA Registered KF94 Kids Mask,,99.9,333.00,,,KF94,Boat,Earloop,Pink,,,,//www.armbrustusa.com/cdn/shop/articles/692vidakidskf94.jpg?v=1676401153,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Prestige Ameritech ProGear Respirator and surgical Mask,,98.64,99.3,,,N95,Duckbill,Headstrap,White,https://www.armbrustusa.com/products/prestige-ameritech-progear-rp88020-n95-particulate-filter-respirator-and-surgical-mask?variant=39573911535749,,,//www.armbrustusa.com/cdn/shop/articles/753_prestige_ameritech.png?v=1676403537,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
1MED 4LPR1,,96.91,199.07,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Guangdong_Medical_Technology_Co.1MED-4LPR1_1.png?v=1676395215,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Anhui Jiabao Protective Mask,,98.67,161.81,,,KN95,Flat-Fold,Earloop,Grey,,,,//www.armbrustusa.com/cdn/shop/articles/Anhui_Jinling_Plastics_Company_Limited1.png?v=1676394849,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
HED 9501,,95.04,124.54,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Hangzhou_Biopharmaceutical_National_High-tech_Industrial_Base_Investment_Management_Co._Ltd._1.jpg?v=1676317527,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
MediConcepts 2676,,95.97,166.71,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Huizhou_RD_Plastic_Co._Ltd._02676_2.png?v=1676320323,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Wei Bang KN95 Disposable Particulate Respirator,,97.89,98.16,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Jiangsu_Weibang_Medical_Products_Co._Ltd._1.png?v=1676395488,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dr. Puri KF94 Respirator Mask,,99.85,88.26,,,KF94,Boat,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/KM_Corporation_1.png?v=1676320913,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Liaoning Baosheng KN95 Protective Mask,,96.07,136.31,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liaoning_Baosheng_Medical_Technology_Co._Ltd._1.png?v=1676317799,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Shengjingtang Medical Protective Mask N95,,96.71,74.53,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Liaoning_Shengjingtang_Biotechnology_Co._Ltd._1.png?v=1676394621,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 061620,,95.86,119.64,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_b47ae534-bd85-4815-9acd-1eda7e1f8682.png?v=1676318458,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Makrite 9500-N95; Lot# 061520,,96.76,207.90,,,N95,Cup,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Makrite_Industries_Inc._Dongguan_Sure-On_Plastic_Fiber_Products_Co._Ltd._1_7577cc68-5875-451d-92c4-e6349493f5fc.png?v=1676319021,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
PureMSK 0401B,,96.82,145.14,,,KF94,Boat,Earloop,,,,,//www.armbrustusa.com/cdn/shop/articles/Nano_Filter_Inc._1.png?v=1676320814,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Shenfeng KN95 Daily Protective Mask,,98.45,174.56,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Qidong_Shenfeng_Medical_Equipment_Co_Ltd1..png?v=1676394594,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
SAS Safety 8617,,99.74,72.57,,,N95,Flat-Fold,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/SAS_Safety_Corp_2_box.png?v=1676394534,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dr. Dust Minghang 3-Dimensional Protective Mask,,99.81,90.22,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shandong_Minghang_Nonwoven_Products_Co._Ltd._box.png?v=1676320362,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Sino D918,,97.15,69.63,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shandong_Sino_Medical_Equipment_Co._Ltd_6.png?v=1676394671,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dasheng DTC3B N95 Duckbill White,,99.67,73.55,,,N95,Duckbill,Headstrap,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shanghai_Dasheng_Health_Products_Manufacture_Co._Ltd_2.png?v=1676394178,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dasheng DTC3B N95 Flatfold White,,97.98,67.67,,,N95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shanghai_Dasheng_Health_Products_Manufacture_Co._Ltd._DTC3B.png?v=1676394161,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Huaxiang Woolen Disposable Mask,,97.48,112.78,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shanghai_Huaxiang_Woolen_Dressing_Co._Ltd._Disposable_Mask.png?v=1676317288,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Face Code mask NH-KN95,,98.34,144.16,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shenzhen_Dingwei_Optical_Technology_Co._Ltd._1.jpg?v=1675894362,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
Dr Heal KN95,,95.12,118.66,,,KN95,Flat-Fold,Earloop,White,,,,//www.armbrustusa.com/cdn/shop/articles/Shenzhen_Dynamic8_Technology_Co._Ltd._1.png?v=1676321073,https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate),https://www.armbrustusa.com/pages/mask-testing,Lloyd from Armbrust used a TSI 8130 PFE testing machine (very accurate and precise at 85 LPM flow rate)
